SampleID	NumberID	Cohort	CohortLab	DietGroup	DietGroupLab	Type	TypeLab	Diet.Type	Sex	SexLab	Diet.Sex	Mouse	Project	MTB_Metabolon_source_file_name	MTB_SAMPLENAME	MTB_CLIENTIDENTIFIER	MTB_PARENTSAMPLEID	MTB_SAMPLENUMBER	MTB_GROUP	MTB_GROUPNUMBER	MTB_GROUPNAME2	MTB_TREATMENT	MTB_COLLECTIONSITE	MTB_COLONLOCATION	MTB_COMMENT	MTB_DIET	MTB_GENDER	MTB_INOCULUM	MTB_NORMALIZATION	MTB_NORMALIZE	MTB_VOLUMEEXTRACTEDUL	MTB_MASSEXTRACTED	MTB_RUNDAY	MTB_SAMPLEAMOUNT	MTB_SAMPLINGSITE	MTB_SUBJECTORANIMALID	MTB_TIMEPOINT	MTB_TXXDIET
C3_7_CO_D	141	GermFreeAOM_DSS	G	Control	C	colon_Distal	D	C.D	Female	F	C.F	C3_7	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01317	C3_7_CO_D	5363878	39	Control No inoculum 	2	not_applicable	AOM_DSS GFmice _  Control diet _ Distal 	not_applicable	Distal colon	Control No inoculum 	Con	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C4_8_CO_D	142	GermFreeAOM_DSS	G	Control	C	colon_Distal	D	C.D	Male	M	C.M	C4_8	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01318	C4_8_CO_D	5363879	40	Control No inoculum 	2	not_applicable	AOM_DSS GFmice _  Control diet _ Distal 	not_applicable	Distal colon	Control No inoculum 	Con	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C4_9_CO_D	143	GermFreeAOM_DSS	G	Control	C	colon_Distal	D	C.D	Male	M	C.M	C4_9	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01319	C4_9_CO_D	5363880	41	Control No inoculum 	2	not_applicable	AOM_DSS GFmice _  Control diet _ Distal 	not_applicable	Distal colon	Control No inoculum 	Con	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_12_CO_D	144	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R1_12	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01320	R1_12_CO_D	5363881	42	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_13_CO_D	145	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R1_13	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01321	R1_13_CO_D	5363882	43	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	0.3667	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_14_CO_D	146	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R1_14	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01322	R1_14_CO_D	5363883	44	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_15_CO_D	147	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R1_15	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01323	R1_15_CO_D	5363884	45	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R2_16_CO_D	148	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R2_16	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01324	R2_16_CO_D	5363885	46	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R2_17_CO_D	149	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R2_17	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01325	R2_17_CO_D	5363886	47	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R2_18_CO_D	150	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Female	F	R.F	R2_18	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01326	R2_18_CO_D	5363887	48	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R3_19_CO_D	151	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R3_19	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01327	R3_19_CO_D	5363888	49	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R3_20_CO_D	152	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R3_20	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01328	R3_20_CO_D	5363889	50	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R3_21_CO_D	153	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R3_21	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01329	R3_21_CO_D	5363890	51	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	0.7333	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R4_22_CO_D	154	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R4_22	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01330	R4_22_CO_D	5363891	52	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R5_23_CO_D	155	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R5_23	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01331	R5_23_CO_D	5363892	53	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	0.7667	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R6_28_CO_D	156	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R6_28	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01332	R6_28_CO_D	5363893	54	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R6_29_CO_D	157	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R6_29	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01333	R6_29_CO_D	5363894	55	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R6_31_CO_D	158	GermFreeAOM_DSS	G	Rice_bran	R	colon_Distal	D	R.D	Male	M	R.M	R6_31	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01334	R6_31_CO_D	5363895	56	Rice bran No inoculum	4	not_applicable	AOM_DSS GFmice _  RB diet _ Distal 	not_applicable	Distal colon	Rice bran No inoculum	RB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_2_CO_D	159	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Female	F	F.F	FR_2	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01335	FR_2_CO_D	5363896	57	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	F	None	0.4	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_3_CO_D	160	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Female	F	F.F	FR_3	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01336	FR_3_CO_D	5363897	58	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	F	None	0.7333	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_4_CO_D	161	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_4	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01337	FR_4_CO_D	5363898	59	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	0.2333	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_5_CO_D	162	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_5	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01338	FR_5_CO_D	5363899	60	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	0.6667	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_6_CO_D	163	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_6	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01339	FR_6_CO_D	5363900	61	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_7_CO_D	164	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_7	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01340	FR_7_CO_D	5363901	62	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	0.7	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_8_CO_D	165	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_8	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01341	FR_8_CO_D	5363902	63	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	0.5333	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_9_CO_D	166	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_9	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01342	FR_9_CO_D	5363903	64	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_10_CO_D	167	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_10	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01343	FR_10_CO_D	5363904	65	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_11_CO_D	168	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Female	F	F.F	FR_11	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01344	FR_11_CO_D	5363905	66	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_12_CO_D	169	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Female	F	F.F	FR_12	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01345	FR_12_CO_D	5363906	67	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_13_CO_D	170	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Female	F	F.F	FR_13	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01346	FR_13_CO_D	5363907	68	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	F	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_15_CO_D	171	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_15	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01347	FR_15_CO_D	5363908	69	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	0.8333	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_16_CO_D	172	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_16	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01348	FR_16_CO_D	5363909	70	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	M	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
FR_17_CO_D	173	GermFreeAOM_DSS	G	Fermented_rice_bran	F	colon_Distal	D	F.D	Male	M	F.M	FR_17	Germ-Free Mouse Model of colitis-associate cancer	COSU-0109-17VWBL Client Data Tables and Stats Colon 8-24-18.xlsx	COSU-01349	FR_17_CO_D	5363910	142	Fermented rice bran no inoculum	6	not_applicable	AOM_DSS GFmice _  FRB diet _ Distal 	not_applicable	Distal colon	Fermented rice bran no inoculum	FRB	.	None	1	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C2_3_M	174	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Male	M	C.M	C2_3	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01420	C2_3_M	5363981	141	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C3_5_M	175	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Female	F	C.F	C3_5	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01421	C3_5_M	5363982	142	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C3_6_P	176	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Female	F	C.F	C3_6	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01422	C3_6_P	5363983	143	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C3_7_P	177	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Female	F	C.F	C3_7	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01423	C3_7_P	5363984	144	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C4_8_M	178	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Male	M	C.M	C4_8	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01424	C4_8_M	5363985	145	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C4_9_M	179	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Male	M	C.M	C4_9	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01425	C4_9_M	5363986	146	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C5_25_M	180	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Male	M	C.M	C5_25	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01426	C5_25_M	5363987	147	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
C5_26_M	181	GermFreeAOM_DSS	G	Control	C	Blood_plasma	B	C.B	Male	M	C.M	C5_26	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01427	C5_26_M	5363988	148	No Inoculum Plasma Control 	7	not_applicable	AOM_DSS GFmice _ control diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma Control diet	Con	M	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_12_M	182	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R1_12	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01428	R1_12_M	5363989	149	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_13_M	183	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R1_13	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01429	R1_13_M	5363990	150	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_14_M	184	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R1_14	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01430	R1_14_M	5363991	151	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R1_15_M	185	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R1_15	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01431	R1_15_M	5363992	152	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R2_16_M	186	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R2_16	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01432	R2_16_M	5363993	153	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R2_17_M	187	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R2_17	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01433	R2_17_M	5363994	154	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
R2_18_P	188	GermFreeAOM_DSS	G	Rice_bran	R	Blood_plasma	B	R.B	Female	F	R.F	R2_18	Germ-Free Mouse Model of colitis-associate cancer	"COSU-0109-17VWBL+ Client Data Tables and Stats, Plasma 8-24-18"	COSU-01434	R2_18_P	5363995	155	No Inoculum Plasma RB	8	not_applicable	AOM_DSS GFmice _ Rice bran diet _ Plasma	not_applicable	not_applicable	No Inoculum Plasma RB	RB	F	not_applicable	not_applicable	not_applicable	75	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable
